countryGroup,amount,quantity,unitName,commodityCode,chapterName,chCode,countryName,commodityName
Africa,5082480.0,22011,Kg.,30041000,Pharmaceutical products,30,Algeria,Medicaments containing pencilin or derivatives thereof
Africa,67951912.0,160000,Pcs.,30024100,Pharmaceutical products,30,Algeria,Vaccines for human medicine
Africa,103615.2,200,Pcs.,30024100,Pharmaceutical products,30,Angola,Vaccines for human medicine
Africa,129645.36,200,Pcs.,30024200,Pharmaceutical products,30,Angola,Vaccines for veterinary medicine
Africa,44815.8,90,Kg.,63101000,Other made up textile articles: sets: worn clothing and worn textile articles: rags,63,Central African R,"Used or new rags, scrap twine, cordage, sorted"
Africa,41269693.63,159668,Pcs.,30024900,Pharmaceutical products,30,Chad,"Other Vaccines, toxins, cultures of micro-organisms(excl yeasts) and similar products"
Africa,1844465.71,1508,Kg.,63101000,Other made up textile articles: sets: worn clothing and worn textile articles: rags,63,Congo,"Used or new rags, scrap twine, cordage, sorted"
Africa,4400325.0,15000,Pcs.,30024900,Pharmaceutical products,30,Congo,"Other Vaccines, toxins, cultures of micro-organisms(excl yeasts) and similar products"
Africa,25915.0,120,Kg.,49111000,"Printed books, newspapers, pictures and other products of the printing industry: manuscripts, typescripts and plans",49,Egypt,"Trade advertising material, commercial catalogues"
Africa,5689783.71,113,Sq.Mtr.,57011000,Carpets and other textile floor coverings,57,Egypt,"Carpet, knotted of wool or fine animal hair"
Africa,13142.0,36,Kg.,63101000,Other made up textile articles: sets: worn clothing and worn textile articles: rags,63,Ethiopia,"Used or new rags, scrap twine, cordage, sorted"
Africa,2102.42,160,Pcs.,30024900,Pharmaceutical products,30,Ethiopia,"Other Vaccines, toxins, cultures of micro-organisms(excl yeasts) and similar products"
Africa,59336.1,95,Kg.,56029000,"Wadding, felt and nonwovens: special yarns: twine, cordage, ropes and cables and articles thereof",56,Kenya,Felt
Africa,4622.1,108,Kg.,48021000,"Paper and paperboard: articles of paper pulp, of paper or of paperboard",48,Kenya,"Handmade paper and paperboard, use for writing printing or graphic purposes in rolls or sheets"
Africa,25.0,90,Kg.,63101000,Other made up textile articles: sets: worn clothing and worn textile articles: rags,63,Kenya,"Used or new rags, scrap twine, cordage, sorted"
Africa,12821340.0,4,Pcs.,84295900,"Nuclear reactors, boilers, machinery and mechanical appliances: parts thereof",84,Kenya,"Mechanical shovels, excavators and shovel loaders"
Africa,370588.5,10,Pcs.,62149000,"Articles of apparel and clothing accessories, not knitted or crocheted",62,Kenya,"Shawls, scarves, mufflers, mantillas, veils and the like of textile material"
Africa,63907.79,180,Pcs.,62044200,"Articles of apparel and clothing accessories, not knitted or crocheted",62,Kenya,"W&G cotton dresses, not knitted"
Africa,16330.75,13,Pcs.,62046200,"Articles of apparel and clothing accessories, not knitted or crocheted",62,Kenya,"W&G cotton trousers, bibs and brace overalls, breeches and short"
Africa,22029.82,2,Pcs.,62142000,"Articles of apparel and clothing accessories, not knitted or crocheted",62,Kenya,"Woolen shawls, scarves, mufflers, mantillas, veils and the like"
Africa,2641097.25,1,Pcs.,86072100,"Railway or tramway locomotives, rolling -stocks and parts thereof: railway or tramway track fixtures and fitting parts thereof: mechanical (including electromechanical ) traffic signalling equipment of all kinds",86,Madgascar,Air brakes and parts thereof 
Africa,1016357.0,898,Kg.,63101000,Other made up textile articles: sets: worn clothing and worn textile articles: rags,63,Mali,"Used or new rags, scrap twine, cordage, sorted"
Africa,166476.8,546,Grams,71131100,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal and articles thereof: imitation jewellery: coin",71,Mauritius,"Articles of silver jewellery, whether or not plated or clad with other precious metal"
Africa,2796.29,3,Gross,70181010,Glass and glassware,70,Mauritius,"Bangales, Tika , Tikuli & beads"
Africa,4498270.25,44600,Kg.,11010000,Products of milling industry: malt: starches: inulin: wheat gluten,11,Mauritius,Wheat flour
Africa,99235.78,420,Pcs.,63071000,Other made up textile articles: sets: worn clothing and worn textile articles: rags,63,Mauritius,"Floor cloths, dish-cloths"
Africa,3897803.78,2540,Pcs.,61101200,"Articles of apparel and clothing accessories, knitted or crocheted",61,Mauritius,"Jerseys, pullovers, cardigans, waistcoats and similar articles of kashmir (Cashmere) goats"
Africa,201658.03,374,Pcs.,97019100,"Works of art, collectors` pieces and antiques",97,Mauritius,"Other Paintings, drawings and pastels (excel >=100 years)"
Africa,1783375.48,2285,Pcs.,62142000,"Articles of apparel and clothing accessories, not knitted or crocheted",62,Mauritius,"Woolen shawls, scarves, mufflers, mantillas, veils and the like"
Africa,4736089.1,4061,Kg.,71179000,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal and articles thereof: imitation jewellery: coin",71,Morocco,Imitation jewellery
Africa,282228.54,378,Pairs,64041900,"Footwear, gaiters and the like: parts of such articles",64,Morocco,Footwear with outer sole of rubber or plastics
Africa,151832.7,11,Pcs.,62069000,"Articles of apparel and clothing accessories, not knitted or crocheted",62,Morocco,"W&G blouses, shirt of textile material, not knitted"
Africa,147420.0,6,Pcs.,62061000,"Articles of apparel and clothing accessories, not knitted or crocheted",62,Morocco,"W&G blouses, shirts and shirt-blouse of silk or silk waste"
Africa,853734.8,60,Pcs.,63012000,Other made up textile articles: sets: worn clothing and worn textile articles: rags,63,Morocco,Woolen blankets
Africa,1050322.24,49,Cu.Mtr.,44123900,Wood and articles of wood: wood charcoal,44,Namibia,"Plywood, veneered panels and similar laminated wood"
Africa,1773158.38,14976,Kg.,09024000,"Coffee, tea, mate and spices",09,Namibia,Black tea fermented
Africa,268850.78,144,Pcs.,62044200,"Articles of apparel and clothing accessories, not knitted or crocheted",62,Namibia,"W&G cotton dresses, not knitted"
Africa,52083408.0,140000,Pcs.,30024900,Pharmaceutical products,30,Niger,"Other Vaccines, toxins, cultures of micro-organisms(excl yeasts) and similar products"
Africa,8607575.5,64629,Kg.,11010000,Products of milling industry: malt: starches: inulin: wheat gluten,11,Nigeria,Wheat flour
Africa,304336.03,100,Kg.,82151000,"Tools, implements, cutlery, spoons and forks, of base metal: parts thereof of base metal",82,Rwanda,Set of assorted articles containing at least one article with precious metal
Africa,13218.0,90,Kg.,63101000,Other made up textile articles: sets: worn clothing and worn textile articles: rags,63,Rwanda,"Used or new rags, scrap twine, cordage, sorted"
Africa,64047.1,390,Grams,71131100,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal and articles thereof: imitation jewellery: coin",71,South Africa,"Articles of silver jewellery, whether or not plated or clad with other precious metal"
Africa,1818.12,18,Gross,70181010,Glass and glassware,70,South Africa,"Bangales, Tika , Tikuli & beads"
Africa,5738621.37,6366,Kg.,63052000,Other made up textile articles: sets: worn clothing and worn textile articles: rags,63,South Africa,Cotton sacks and bags
Africa,1396436.12,629,Kg.,56029000,"Wadding, felt and nonwovens: special yarns: twine, cordage, ropes and cables and articles thereof",56,South Africa,Felt
Africa,2268.88,8,Kg.,09022000,"Coffee, tea, mate and spices",09,South Africa,Green tea not fermented
Africa,21106.36,15,Kg.,48021000,"Paper and paperboard: articles of paper pulp, of paper or of paperboard",48,South Africa,"Handmade paper and paperboard, use for writing printing or graphic purposes in rolls or sheets"
Africa,51330.92,19,Kg.,71179000,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal and articles thereof: imitation jewellery: coin",71,South Africa,Imitation jewellery
Africa,232595.15,115,Kg.,33074100,"Essential oils and resinoids: perfumery, cosmetic or toilet preparations",33,South Africa,Incense sticks
Africa,38610.0,225,Kg.,49111000,"Printed books, newspapers, pictures and other products of the printing industry: manuscripts, typescripts and plans",49,South Africa,"Trade advertising material, commercial catalogues"
Africa,485103.35,631,Kg.,63101000,Other made up textile articles: sets: worn clothing and worn textile articles: rags,63,South Africa,"Used or new rags, scrap twine, cordage, sorted"
Africa,4747725.44,6282,Pcs.,90213900,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus: parts and accessories thereof",90,South Africa,Artificial parts of body
Africa,2013698.4,2460,Pcs.,90013010,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus: parts and accessories thereof",90,South Africa,Entraocular lences
Africa,1479004.13,4693,Pcs.,42022200,"Articles of leather, saddlery and harness: travel goods, handbags and similar containers: articles of animal gut ( other than silk-worm gut)",42,South Africa,Hangbag with outer surface of plastic sheeting or of textile material
Africa,263942.72,223,Pcs.,61101200,"Articles of apparel and clothing accessories, knitted or crocheted",61,South Africa,"Jerseys, pullovers, cardigans, waistcoats and similar articles of kashmir (Cashmere) goats"
Africa,1995309.13,1615,Pcs.,62033200,"Articles of apparel and clothing accessories, not knitted or crocheted",62,South Africa,"M&B cotton jacket, not knitted"
Africa,425413.5,603,Pcs.,62052000,"Articles of apparel and clothing accessories, not knitted or crocheted",62,South Africa,"M&B cotton shirt, not knitted"
Africa,53004994.0,48660,Pcs.,62033900,"Articles of apparel and clothing accessories, not knitted or crocheted",62,South Africa,M&B jacket and blazers
Africa,649.9,1,Pcs.,97030000,"Works of art, collectors` pieces and antiques",97,South Africa,Original sculptures and statuary in any material
Africa,39751.19,17,Pcs.,97019100,"Works of art, collectors` pieces and antiques",97,South Africa,"Other Paintings, drawings and pastels (excel >=100 years)"
Africa,174570.17,352,Pcs.,92060000,Musical instruments: parts and accessories of such articles.,92,South Africa,Percussion musical instrument
Africa,383291.48,68,Pcs.,93070000,Arms and ammunition: parts and accessories thereof,93,South Africa,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof"
Africa,3929717.32,11656,Pcs.,62044200,"Articles of apparel and clothing accessories, not knitted or crocheted",62,South Africa,"W&G cotton dresses, not knitted"
Africa,5682674.76,14948,Pcs.,62043200,"Articles of apparel and clothing accessories, not knitted or crocheted",62,South Africa,"W&G cotton jacket, not knitted"
Africa,8943956.63,19154,Pcs.,62046200,"Articles of apparel and clothing accessories, not knitted or crocheted",62,South Africa,"W&G cotton trousers, bibs and brace overalls, breeches and short"
Africa,6968937.05,10634,Pcs.,62142000,"Articles of apparel and clothing accessories, not knitted or crocheted",62,South Africa,"Woolen shawls, scarves, mufflers, mantillas, veils and the like"
Africa,2914833.29,164,Sq.Mtr.,57011000,Carpets and other textile floor coverings,57,South Africa,"Carpet, knotted of wool or fine animal hair"
Africa,1280047.49,1497,Kg.,63101000,Other made up textile articles: sets: worn clothing and worn textile articles: rags,63,Sudan,"Used or new rags, scrap twine, cordage, sorted"
Africa,1302.3,9,Kg.,30059090,Pharmaceutical products,30,Tanzania,"Other wadding, gauze, bandage and similar articles for medical surgical, dental or ve"
Africa,18624.69,69,Pcs.,42029200,"Articles of leather, saddlery and harness: travel goods, handbags and similar containers: articles of animal gut ( other than silk-worm gut)",42,Tanzania,Bags and similar articles with outer surface of plastic sheeting or of textile materials
Africa,59314.5,30,Pcs.,63062900,Other made up textile articles: sets: worn clothing and worn textile articles: rags,63,Tanzania,Tent
Africa,662856.75,200,Pcs.,62043200,"Articles of apparel and clothing accessories, not knitted or crocheted",62,Tanzania,"W&G cotton jacket, not knitted"
Africa,19325.79,110,Pcs.,62142000,"Articles of apparel and clothing accessories, not knitted or crocheted",62,Tanzania,"Woolen shawls, scarves, mufflers, mantillas, veils and the like"
Africa,19722.0,45,Kg.,63101000,Other made up textile articles: sets: worn clothing and worn textile articles: rags,63,Tunusia,"Used or new rags, scrap twine, cordage, sorted"
Africa,15525152.89,18805,Kg.,30049090,Pharmaceutical products,30,Uganda,"Medicaments, put up in measured doses or in forms of packings for retail sale"
Africa,254643.18,1685,Kg.,63101000,Other made up textile articles: sets: worn clothing and worn textile articles: rags,63,Uganda,"Used or new rags, scrap twine, cordage, sorted"
Africa,2581705.75,28,Pcs.,84713010,"Nuclear reactors, boilers, machinery and mechanical appliances: parts thereof",84,Uganda,Laptop and note book
Africa,15147330.0,4,Pcs.,84295900,"Nuclear reactors, boilers, machinery and mechanical appliances: parts thereof",84,Uganda,"Mechanical shovels, excavators and shovel loaders"
Africa,16558.77,257,Kg.,33074100,"Essential oils and resinoids: perfumery, cosmetic or toilet preparations",33,Zambia,Incense sticks
Africa,164846.75,1055,Kg.,83062910,Miscellaneous articles of base metal,83,Zambia,Other statuettes and other ornaments
Africa,10047.88,250,Kg.,74081100,Copper and articles thereof,74,Zambia,Refined copper wire of which maximum cross-sectional dimension exceeds 6mm
Africa,79221.36,2200,Kg.,82151000,"Tools, implements, cutlery, spoons and forks, of base metal: parts thereof of base metal",82,Zambia,Set of assorted articles containing at least one article with precious metal
Africa,15773.03,405,Pcs.,92060000,Musical instruments: parts and accessories of such articles.,92,Zambia,Percussion musical instrument
Africa,39543.25,1525,Pcs.,49019900,"Printed books, newspapers, pictures and other products of the printing industry: manuscripts, typescripts and plans",49,Zambia,Printed books
Africa,76420.8,1160,Pcs.,62044200,"Articles of apparel and clothing accessories, not knitted or crocheted",62,Zambia,"W&G cotton dresses, not knitted"
Africa,251941.17,4508,Pcs.,62142000,"Articles of apparel and clothing accessories, not knitted or crocheted",62,Zambia,"Woolen shawls, scarves, mufflers, mantillas, veils and the like"
Africa,294258.28,71,Sq.Mtr.,57011000,Carpets and other textile floor coverings,57,Zambia,"Carpet, knotted of wool or fine animal hair"
Africa,17664.62,250,Kg.,33074100,"Essential oils and resinoids: perfumery, cosmetic or toilet preparations",33,Zimbabwe,Incense sticks
Africa,78948.0,500,Kg.,83062910,Miscellaneous articles of base metal,83,Zimbabwe,Other statuettes and other ornaments
Africa,90553.36,2000,Kg.,82151000,"Tools, implements, cutlery, spoons and forks, of base metal: parts thereof of base metal",82,Zimbabwe,Set of assorted articles containing at least one article with precious metal
Africa,13140.0,40,Kg.,63101000,Other made up textile articles: sets: worn clothing and worn textile articles: rags,63,Zimbabwe,"Used or new rags, scrap twine, cordage, sorted"
Africa,11447.46,290,Pcs.,92060000,Musical instruments: parts and accessories of such articles.,92,Zimbabwe,Percussion musical instrument
Africa,42270.08,1191,Pcs.,62142000,"Articles of apparel and clothing accessories, not knitted or crocheted",62,Zimbabwe,"Woolen shawls, scarves, mufflers, mantillas, veils and the like"
Africa,181180.4,43,Sq.Mtr.,57011000,Carpets and other textile floor coverings,57,Zimbabwe,"Carpet, knotted of wool or fine animal hair"
America,10477.6,2,Pcs.,73110090,Articles of iron or steel,73,Argentina,Containers for compressed or liquefied gas   of iron or steel
America,270177.02,277,Pcs.,92060000,Musical instruments: parts and accessories of such articles.,92,Argentina,Percussion musical instrument
America,5992417.0,1553,Pcs.,62142000,"Articles of apparel and clothing accessories, not knitted or crocheted",62,Argentina,"Woolen shawls, scarves, mufflers, mantillas, veils and the like"
America,1114556.34,33,Sq.Mtr.,57011000,Carpets and other textile floor coverings,57,Argentina,"Carpet, knotted of wool or fine animal hair"
America,469897.0,58,Pcs.,62061000,"Articles of apparel and clothing accessories, not knitted or crocheted",62,Bahamas,"W&G blouses, shirts and shirt-blouse of silk or silk waste"
America,198300.0,19,Pcs.,62142000,"Articles of apparel and clothing accessories, not knitted or crocheted",62,Bahamas,"Woolen shawls, scarves, mufflers, mantillas, veils and the like"
America,102789.38,16,Kg.,63052000,Other made up textile articles: sets: worn clothing and worn textile articles: rags,63,Bolivia,Cotton sacks and bags
America,104185.99,248,Pcs.,97019100,"Works of art, collectors` pieces and antiques",97,Bolivia,"Other Paintings, drawings and pastels (excel >=100 years)"
America,1307826.5,690,Kg.,44211000,Wood and articles of wood: wood charcoal,44,Brazil,Cloths hangers of wood
America,263390.91,150,Kg.,23091000,Residues and waste from the food industries: prepared animal fodder,23,Brazil,Dog or cat food
America,22898.97,170,Kg.,33074100,"Essential oils and resinoids: perfumery, cosmetic or toilet preparations",33,Brazil,Incense sticks
America,282198.0,160,Kg.,83062910,Miscellaneous articles of base metal,83,Brazil,Other statuettes and other ornaments
America,41024.55,33,Kg.,74081100,Copper and articles thereof,74,Brazil,Refined copper wire of which maximum cross-sectional dimension exceeds 6mm
America,12746.0,35,Kg.,49111000,"Printed books, newspapers, pictures and other products of the printing industry: manuscripts, typescripts and plans",49,Brazil,"Trade advertising material, commercial catalogues"
America,44997.31,748,Pcs.,63071000,Other made up textile articles: sets: worn clothing and worn textile articles: rags,63,Brazil,"Floor cloths, dish-cloths"
America,16343.04,1,Pcs.,97030000,"Works of art, collectors` pieces and antiques",97,Brazil,Original sculptures and statuary in any material
America,47080.8,4,Pcs.,97019100,"Works of art, collectors` pieces and antiques",97,Brazil,"Other Paintings, drawings and pastels (excel >=100 years)"
America,19488.64,13,Pcs.,92060000,Musical instruments: parts and accessories of such articles.,92,Brazil,Percussion musical instrument
America,1315.8,2,Pcs.,92021000,Musical instruments: parts and accessories of such articles.,92,Brazil,"String musical instrument, played with a bow"
America,509889.66,2494,Pcs.,62044200,"Articles of apparel and clothing accessories, not knitted or crocheted",62,Brazil,"W&G cotton dresses, not knitted"
America,219965.91,77,Pcs.,62142000,"Articles of apparel and clothing accessories, not knitted or crocheted",62,Brazil,"Woolen shawls, scarves, mufflers, mantillas, veils and the like"
America,2438895.09,162,Sq.Mtr.,57019000,Carpets and other textile floor coverings,57,Brazil,"Carpet, knotted of textile materials"
America,9501860.01,647,Sq.Mtr.,57011000,Carpets and other textile floor coverings,57,Brazil,"Carpet, knotted of wool or fine animal hair"
America,8026081.45,37872,Grams,71131100,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal and articles thereof: imitation jewellery: coin",71,Canada,"Articles of silver jewellery, whether or not plated or clad with other precious metal"
America,68609.62,520,Gross,70181010,Glass and glassware,70,Canada,"Bangales, Tika , Tikuli & beads"
America,2692.07,43,Gross,39269010,Plastics and articles thereof,39,Canada,"Bangles, Tika, beads of plastic"
America,30673753.0,4379,Kg.,95051090,"Toys, games and sports requisites: parts and accessories thereof",95,Canada,Articles for christmas festivities of other (excel felt)
America,452056.4,986,Kg.,19059090,"Preparation of cereals, flour, starch or milk: pastrycooks` products",19,Canada,Bakers wares
America,47148.21,60,Kg.,30039040,Pharmaceutical products,30,Canada,"Battisa, Drakshab, Trifala, Kabjahar, Chyawanprash, Kesari Jeevan etc,not put up in measured doses or in forms of packings for retail sale"
America,855202.51,2384,Kg.,07133100,Edible vegetables and certain roots and tubers,07,Canada,"Bean of the species vigna mungo, Hepper or vigna radiata Wilczek"
America,866450.81,3553,Kg.,19049020,"Preparation of cereals, flour, starch or milk: pastrycooks` products",19,Canada,Beaten Rice (Chiura)
America,21263.27,20,Kg.,83061090,Miscellaneous articles of base metal,83,Canada,Bicycle gongs and the like
America,19452.69,72,Kg.,25010020,"Salt: sulphur: earth and stone: plastering materials, lime and cement",25,Canada,Black Salt [Sindhe Bire Kalo Noon ]
America,330572.03,689,Kg.,23024000,Residues and waste from the food industries: prepared animal fodder,23,Canada,"Bran, sharps, and other residues of cereals"
America,131373.78,463,Kg.,07135000,Edible vegetables and certain roots and tubers,07,Canada,Broad beans and horse beans
America,13683.22,32,Kg.,17019910,Sugar and sugar confectionery,17,Canada,"Cane or beet sugar, in solid form, nes"
America,24307.5,70,Kg.,44189200,Wood and articles of wood: wood charcoal,44,Canada,Cellular wood panels
America,1040541.61,4280,Kg.,11029000,Products of milling industry: malt: starches: inulin: wheat gluten,11,Canada,Cereal Flours
America,218407.5,100,Kg.,04069000,"Dairy produce: birds` eggs: natural honey: edible products of animal origin, not elsewhere specified or included",04,Canada,Cheese
America,857326.28,903,Kg.,44211000,Wood and articles of wood: wood charcoal,44,Canada,Cloths hangers of wood
America,1904413.25,1000,Kg.,09011100,"Coffee, tea, mate and spices",09,Canada,"Coffee, neither roasted nor decaffeinated"
America,62901.36,324,Kg.,21069040,Miscellaneous edible preparations,21,Canada,Concentrate of non-alcoholic soft drinks
America,13373572.28,3398,Kg.,63052000,Other made up textile articles: sets: worn clothing and worn textile articles: rags,63,Canada,Cotton sacks and bags
America,22584.23,51,Kg.,52051100,Cotton,52,Canada,"Cotton yarn (other than sewing thread), containing 85% or more by weight of cotton Measuring 714.29 decitex or more (not exceeding  14 metric  number)"
America,16831.94,40,Kg.,52021000,Cotton,52,Canada,Cotton yarn waste
America,201120.35,363,Kg.,21069010,Miscellaneous edible preparations,21,Canada,"Dalmott, papad, salted bhujiya and chamena"
America,27257.26,32,Kg.,33061000,"Essential oils and resinoids: perfumery, cosmetic or toilet preparations",33,Canada,Dentifrices (toothpaste)
America,294234642.08,144533,Kg.,23091000,Residues and waste from the food industries: prepared animal fodder,23,Canada,Dog or cat food
America,856871.53,2911,Kg.,07131010,Edible vegetables and certain roots and tubers,07,Canada,"Dried peas, in shelled"
America,41777.82,24,Kg.,09041190,"Coffee, tea, mate and spices",09,Canada,Dried pepper neither crushed nor ground
America,62542.16,54,Kg.,07129090,Edible vegetables and certain roots and tubers,07,Canada,Dry Garilic
America,105862033.48,33268,Kg.,56029000,"Wadding, felt and nonwovens: special yarns: twine, cordage, ropes and cables and articles thereof",56,Canada,Felt
America,70545.31,1,Kg.,95072000,"Toys, games and sports requisites: parts and accessories thereof",95,Canada,"Fish hooks, whether or not snelled"
America,18872.87,60,Kg.,11063000,Products of milling industry: malt: starches: inulin: wheat gluten,11,Canada,"Flour, meal and powder of edible fruit and nut"
America,7955612.95,3065,Kg.,09022000,"Coffee, tea, mate and spices",09,Canada,Green tea not fermented
America,12598438.86,2336,Kg.,48021000,"Paper and paperboard: articles of paper pulp, of paper or of paperboard",48,Canada,"Handmade paper and paperboard, use for writing printing or graphic purposes in rolls or sheets"
America,1332118.46,297,Kg.,65050011,Headgear and parts thereof,65,Canada,"Hats and other headgear, knitted or crochet d,or made up from lace, felt or other"
America,537603.06,180,Kg.,65070000,Headgear and parts thereof,65,Canada,"Head-bands, linings covers, hat foundations, hat framrs, peakes and chinstraps, for headgear"
America,37065.36,180,Kg.,11042300,Products of milling industry: malt: starches: inulin: wheat gluten,11,Canada,"Hulled, pearled, sliced or kibbled of maize corn"
America,1591755.14,1026,Kg.,71179000,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal and articles thereof: imitation jewellery: coin",71,Canada,Imitation jewellery
America,4396766.58,2395,Kg.,33074100,"Essential oils and resinoids: perfumery, cosmetic or toilet preparations",33,Canada,Incense sticks
America,50898.76,102,Kg.,07133300,Edible vegetables and certain roots and tubers,07,Canada,"Kidney beans, including white pea beans  (Phaseolus vulgaris)"
America,273009.38,150,Kg.,21069060,Miscellaneous edible preparations,21,Canada,"Kurkure, kurmure, lays  & Similar goods  "
America,357168.03,2075,Kg.,10082100,Cereals,10,Canada,"Millet, seed"
America,4437458.0,2013,Kg.,56021000,"Wadding, felt and nonwovens: special yarns: twine, cordage, ropes and cables and articles thereof",56,Canada,Needleloom felt and stitch-bonded fibre fabrics
America,1545247.99,729,Kg.,09041140,"Coffee, tea, mate and spices",09,Canada,Neither crushed not ground Pepper (Sichuan pepper)
America,226893.6,633,Kg.,07139090,Edible vegetables and certain roots and tubers,07,Canada,"Other dried Leguminous Vegitables,Whole"
America,23782.15,40,Kg.,33079000,"Essential oils and resinoids: perfumery, cosmetic or toilet preparations",33,Canada,Other pre-shave and other cosmetics
America,92786.81,132,Kg.,19049090,"Preparation of cereals, flour, starch or milk: pastrycooks` products",19,Canada,Other prepared cereals in grain form (excl . maize) nes.
America,2536374.0,1622,Kg.,83062910,Miscellaneous articles of base metal,83,Canada,Other statuettes and other ornaments
America,137247.19,309,Kg.,21069050,Miscellaneous edible preparations,21,Canada,"Pachak, rochak and similar goods"
America,541137.1,1876,Kg.,19023000,"Preparation of cereals, flour, starch or milk: pastrycooks` products",19,Canada,Pasta
America,4527949.53,4627,Kg.,21039020,Miscellaneous edible preparations,21,Canada,Pickle
America,1149096.0,150,Kg.,12119090,"Oil seeds and oleaginous fruits: miscellaneous grains, seeds and fruit: industrial or medicinal plants: straw and fodder",12,Canada,"Plants and parts of plants ( including seeds and fruits) of a kind used primarily in perfumery, in pharmacy or for insecticidal or similar purposes"
America,40851.5,96,Kg.,19059020,"Preparation of cereals, flour, starch or milk: pastrycooks` products",19,Canada,Potatoes chips
America,7206535.3,23994,Kg.,19042000,"Preparation of cereals, flour, starch or milk: pastrycooks` products",19,Canada,Prepared foods obtained from inroasted cereal flakes
America,319953.38,145,Kg.,04049000,"Dairy produce: birds` eggs: natural honey: edible products of animal origin, not elsewhere specified or included",04,Canada,Product consisting of natural milk constituents whether or not containing added sugar or sweetening matter
America,4234.24,32,Kg.,25062000,"Salt: sulphur: earth and stone: plastering materials, lime and cement",25,Canada,Quartzite
America,353729.78,536,Kg.,74081100,Copper and articles thereof,74,Canada,Refined copper wire of which maximum cross-sectional dimension exceeds 6mm
America,438890.03,1150,Kg.,39232900,Plastics and articles thereof,39,Canada,Sacks and bags of plastic
America,765971.29,897,Kg.,21039010,Miscellaneous edible preparations,21,Canada,"Sauces and sauce preparations; mixed condi ments and seasonings, nes"
America,56382.23,98,Kg.,12074000,"Oil seeds and oleaginous fruits: miscellaneous grains, seeds and fruit: industrial or medicinal plants: straw and fodder",12,Canada,Sesamum seeds
America,95192.0,115,Kg.,82151000,"Tools, implements, cutlery, spoons and forks, of base metal: parts thereof of base metal",82,Canada,Set of assorted articles containing at least one article with precious metal
America,1707.87,13,Kg.,33049940,"Essential oils and resinoids: perfumery, cosmetic or toilet preparations",33,Canada,Sindur
America,389070.5,750,Kg.,14049070,Vegetable plaiting materials: vegetable products not elsewhere specified or included,14,Canada,Soapnut
America,16946.5,72,Kg.,34011900,"Soap, organic surface active agents, waxing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",34,Canada,Soaps
America,409985.69,1219,Kg.,12019000,"Oil seeds and oleaginous fruits: miscellaneous grains, seeds and fruit: industrial or medicinal plants: straw and fodder",12,Canada,"Soya beans, whether or not broken"
America,7430.57,24,Kg.,21031000,Miscellaneous edible preparations,21,Canada,Soya sauce
America,2826835.86,2409,Kg.,09109990,"Coffee, tea, mate and spices",09,Canada,Spices
America,196700.07,329,Kg.,17049000,Sugar and sugar confectionery,17,Canada,Sugar confectionery not containing cocoa
America,138618.67,160,Kg.,19053100,"Preparation of cereals, flour, starch or milk: pastrycooks` products",19,Canada,Sweet biscuits
America,1224641.47,3972,Kg.,73239300,Articles of iron or steel,73,Canada,"Table, kitchen or household articles of stainless steel"
America,45493.38,62,Kg.,39241090,Plastics and articles thereof,39,Canada,"Tableware, kitchenware of plastic"
America,54311.98,75,Kg.,34011100,"Soap, organic surface active agents, waxing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",34,Canada,Toilet soap
America,13019.0,40,Kg.,49111000,"Printed books, newspapers, pictures and other products of the printing industry: manuscripts, typescripts and plans",49,Canada,"Trade advertising material, commercial catalogues"
America,16965968.94,43483,Kg.,19021900,"Preparation of cereals, flour, starch or milk: pastrycooks` products",19,Canada,"Uncooked pasta, not stuffed or otherwise prepared"
America,44880.0,1560,Kg.,63101000,Other made up textile articles: sets: worn clothing and worn textile articles: rags,63,Canada,"Used or new rags, scrap twine, cordage, sorted"
America,2449951.29,30,Kg.,67042000,Prepared feathers and down and articles made of feathers or of down: artificial flowers: articles of human hair,67,Canada,Wigs of human hair
America,8936275.52,616,Ltr,33019000,"Essential oils and resinoids: perfumery, cosmetic or toilet preparations",33,Canada,Essential oil
America,70612.62,100,Ltr,15141900,Animal or vegetable fats and oils and their cleavage products: prepared edible fats: animal or vegetable waxes,15,Canada,"Rape, colza or mustard oil ( but not crude)"
America,108621.33,98,Ltr,33051000,"Essential oils and resinoids: perfumery, cosmetic or toilet preparations",33,Canada,Shampoos
America,1267641.75,1143,Pairs,64041900,"Footwear, gaiters and the like: parts of such articles",64,Canada,Footwear with outer sole of rubber or plastics
